Timestep,Mean score
10000,-155.646314881602
20000,-173.40621837581
30000,-191.460959124461
40000,-185.906960232512
50000,-186.712311968857
60000,-195.564556737444
70000,-211.602731986817
80000,-220.716772123425
90000,-194.068609279777
100000,-174.107276530025
110000,-143.131117160586
120000,-174.141585388009
130000,-174.085640859065
140000,-151.291580262286
150000,-189.529644781979
160000,-165.148261810662
170000,-167.567863726114
180000,-162.910174040195
190000,-155.367366310196
200000,-128.426792640305
210000,-136.037287149573
220000,-131.32319913805
230000,-136.812159064839
240000,-120.90225368943
250000,-135.545621278515
260000,-140.475615242498
270000,-112.471712909071
280000,-132.161484474002
290000,-128.977350768496
300000,-118.024985031318
310000,-114.656331469218
320000,-127.761038055926
330000,-104.560686525506
340000,-104.790718713037
350000,-103.280817129735
360000,-118.832244494629
370000,-98.6643799094232
380000,-88.7010735770185
390000,-83.7545413705512
400000,-74.5916122309961
410000,-69.437331505293
420000,-73.1514119150278
430000,-78.6162941564886
440000,-65.8665119006516
450000,-79.6089908943315
460000,-61.0653041705154
470000,-56.2859352675486
480000,-36.5531271877574
490000,-39.5313376392993
500000,-38.495154515959
510000,-47.4387679624885
520000,-33.5929436529292
530000,-56.442346970732
540000,-50.5761365864288
550000,-51.5196527913457
560000,-51.6713081637484
570000,-13.2478714287679
580000,-23.4344989923694
590000,-49.6264940234702
600000,-7.60916142577126
610000,-24.1744590924317
620000,-20.5549390159039
630000,-30.106342021665
640000,-24.5935716999891
650000,-24.1221715031535
660000,25.7131315505492
670000,-18.2617079522271
680000,-1.77437681237791
690000,-8.47842966907081
700000,5.80678738321676
710000,-19.619117032648
720000,20.8482786971163
730000,9.97063647082558
740000,-8.32856994250178
750000,13.080155046571
760000,39.2068718567133
770000,16.4453107380896
780000,-8.52682459767157
790000,42.1873057212546
800000,25.5554643148932
810000,44.5940795688943
820000,24.4773343456673
830000,61.9781888222232
840000,14.9720798563077
850000,44.0229900715404
860000,31.6964068097106
870000,38.3834469416795
880000,41.9764859269283
890000,69.5076560499178
900000,31.5928812911032
910000,49.4366062462384
920000,54.6027243283787
930000,61.9633998971909
940000,45.4559956013058
950000,39.698416512387
960000,40.6473483943057
970000,60.4312679597681
980000,38.9375563855813
990000,50.9056743866473
1000000,56.6942878652634
1010000,77.0266915844074
1020000,32.2421062930536
1030000,85.1153450737297
1040000,78.2796604910908
1050000,56.0412541747068
1060000,68.74574608388
1070000,71.3501817882047
1080000,75.0915601897221
1090000,90.1505646551242
1100000,93.155465018748
1110000,65.8066412446046
1120000,75.6047249071785
1130000,84.328643616161
1140000,98.8807777823488
1150000,94.5978946261498
1160000,75.7336520625436
1170000,88.6340120600668
1180000,89.551109097939
1190000,92.5553572228496
1200000,124.781683941626
1210000,118.770475101265
1220000,113.674220268568
1230000,84.4428012637707
1240000,115.862352717681
1250000,139.311432647312
1260000,132.389998757074
1270000,151.638756414928
1280000,152.696998807549
1290000,107.846605620934
1300000,157.157986349606
1310000,148.037892071394
1320000,162.69887463523
1330000,197
