Timestep,Mean score
10000,21.0
20000,17.533333333333335
30000,23.533333333333335
40000,23.766666666666666
50000,18.233333333333334
60000,17.366666666666667
70000,22.066666666666666
80000,25.033333333333335
90000,21.666666666666668
100000,21.366666666666667
110000,23.4
120000,19.833333333333332
130000,21.866666666666667
140000,24.766666666666666
150000,22.933333333333334
160000,21.6
170000,21.033333333333335
180000,23.466666666666665
190000,24.366666666666667
200000,22.966666666666665
210000,20.4
220000,22.766666666666666
230000,24.266666666666666
240000,27.1
250000,24.666666666666668
260000,21.866666666666667
270000,23.333333333333332
280000,22.9
290000,23.166666666666668
300000,19.266666666666666
310000,22.733333333333334
320000,25.933333333333334
330000,23.833333333333332
340000,21.933333333333334
350000,21.3
360000,21.966666666666665
370000,21.933333333333334
380000,24.8
390000,23.733333333333334
400000,26.133333333333333
410000,27.3
420000,30.266666666666666
430000,26.133333333333333
440000,22.766666666666666
450000,22.966666666666665
460000,26.0
470000,25.3
480000,26.466666666666665
490000,25.766666666666666
500000,22.666666666666668
510000,24.466666666666665
520000,28.033333333333335
530000,22.266666666666666
540000,25.9
550000,21.966666666666665
560000,28.766666666666666
570000,27.966666666666665
580000,31.133333333333333
590000,29.133333333333333
600000,26.966666666666665
610000,31.9
620000,26.4
630000,27.166666666666668
640000,30.766666666666666
650000,31.4
660000,28.033333333333335
670000,25.0
680000,26.466666666666665
690000,24.433333333333334
700000,31.433333333333334
710000,26.933333333333334
720000,28.366666666666667
730000,27.166666666666668
740000,26.1
750000,36.2
760000,30.933333333333334
770000,33.733333333333334
780000,30.366666666666667
790000,34.56666666666667
800000,35.03333333333333
810000,26.6
820000,35.733333333333334
830000,33.93333333333333
840000,32.666666666666664
850000,38.8
860000,30.633333333333333
870000,30.8
880000,34.233333333333334
890000,43.06666666666667
900000,42.43333333333333
910000,30.866666666666667
920000,33.833333333333336
930000,41.06666666666667
940000,34.46666666666667
950000,38.2
960000,34.266666666666666
970000,39.93333333333333
980000,38.36666666666667
990000,32.06666666666667
1000000,41.63333333333333
1010000,38.1
1020000,35.03333333333333
1030000,45.96666666666667
1040000,31.566666666666666
1050000,40.766666666666666
1060000,42.93333333333333
1070000,36.233333333333334
1080000,43.4
1090000,44.53333333333333
1100000,39.0
1110000,31.966666666666665
1120000,36.43333333333333
1130000,37.2
1140000,44.56666666666667
1150000,36.166666666666664
1160000,36.5
1170000,39.86666666666667
1180000,35.0
1190000,41.6
1200000,47.3
1210000,46.6
1220000,48.1
1230000,38.9
1240000,40.53333333333333
1250000,42.6
1260000,48.53333333333333
1270000,38.13333333333333
1280000,38.9
1290000,43.03333333333333
1300000,46.5
1310000,40.166666666666664
1320000,44.0
1330000,45.0
1340000,43.3
1350000,54.5
1360000,50.5
1370000,41.86666666666667
1380000,50.86666666666667
1390000,56.06666666666667
1400000,52.333333333333336
1410000,46.1
1420000,45.86666666666667
1430000,51.96666666666667
1440000,44.266666666666666
1450000,48.2
1460000,55.9
1470000,52.8
1480000,47.53333333333333
1490000,47.46666666666667
1500000,54.96666666666667
1510000,50.233333333333334
1520000,50.13333333333333
1530000,52.4
1540000,52.96666666666667
1550000,56.63333333333333
1560000,58.766666666666666
1570000,57.666666666666664
1580000,64.8
1590000,51.03333333333333
1600000,56.03333333333333
1610000,51.1
1620000,64.63333333333334
1630000,59.266666666666666
1640000,58.93333333333333
1650000,59.9
1660000,65.2
1670000,65.23333333333333
1680000,60.3
1690000,59.166666666666664
1700000,57.46666666666667
1710000,73.5
1720000,56.93333333333333
1730000,70.23333333333333
1740000,58.166666666666664
1750000,63.43333333333333
1760000,58.3
1770000,66.23333333333333
1780000,66.13333333333334
1790000,63.13333333333333
1800000,57.833333333333336
1810000,76.1
1820000,62.3
1830000,72.1
1840000,56.03333333333333
1850000,67.03333333333333
1860000,69.76666666666667
1870000,66.0
1880000,65.16666666666667
1890000,72.96666666666667
1900000,64.53333333333333
1910000,62.2
1920000,76.83333333333333
1930000,74.76666666666667
1940000,66.33333333333333
1950000,67.0
1960000,67.73333333333333
1970000,81.6
1980000,79.76666666666667
1990000,64.9
2000000,80.2
