Timestep,Mean score
10000,21.8
20000,22.0
30000,21.866666666666667
40000,24.933333333333334
50000,21.266666666666666
60000,30.1
70000,21.533333333333335
80000,20.466666666666665
90000,20.2
100000,20.333333333333332
110000,23.566666666666666
120000,21.9
130000,24.033333333333335
140000,20.466666666666665
150000,21.366666666666667
160000,20.733333333333334
170000,24.766666666666666
180000,18.8
190000,23.333333333333332
200000,19.3
210000,22.333333333333332
220000,22.1
230000,22.533333333333335
240000,22.3
250000,22.5
260000,22.0
270000,23.866666666666667
280000,25.6
290000,22.433333333333334
300000,20.8
310000,23.2
320000,24.966666666666665
330000,27.433333333333334
340000,21.4
350000,29.066666666666666
360000,28.9
370000,25.933333333333334
380000,28.366666666666667
390000,26.033333333333335
400000,26.7
410000,21.6
420000,32.86666666666667
430000,29.6
440000,28.633333333333333
450000,33.53333333333333
460000,28.666666666666668
470000,31.533333333333335
480000,39.53333333333333
490000,26.9
500000,28.633333333333333
510000,30.7
520000,30.933333333333334
530000,33.6
540000,35.333333333333336
550000,30.0
560000,33.9
570000,33.53333333333333
580000,38.0
590000,38.8
600000,40.56666666666667
610000,40.86666666666667
620000,39.53333333333333
630000,46.03333333333333
640000,48.0
650000,41.7
660000,46.733333333333334
670000,47.266666666666666
680000,47.733333333333334
690000,40.13333333333333
700000,43.4
710000,55.13333333333333
720000,44.1
730000,51.36666666666667
740000,45.5
750000,57.56666666666667
760000,49.13333333333333
770000,46.733333333333334
780000,47.43333333333333
790000,60.63333333333333
800000,46.7
810000,50.833333333333336
820000,47.733333333333334
830000,53.93333333333333
840000,48.93333333333333
850000,54.333333333333336
860000,57.833333333333336
870000,54.833333333333336
880000,45.5
890000,62.833333333333336
900000,52.766666666666666
910000,69.36666666666666
920000,59.43333333333333
930000,59.766666666666666
940000,53.8
950000,65.9
960000,59.233333333333334
970000,64.83333333333333
980000,62.766666666666666
990000,72.43333333333334
1000000,74.03333333333333
1010000,72.73333333333333
1020000,70.7
1030000,61.6
1040000,63.9
1050000,65.43333333333334
1060000,70.03333333333333
1070000,75.13333333333334
1080000,80.36666666666666
1090000,87.56666666666666
1100000,74.53333333333333
1110000,82.3
1120000,79.23333333333333
1130000,81.2
1140000,77.56666666666666
1150000,75.06666666666666
1160000,83.66666666666667
1170000,74.63333333333334
1180000,90.23333333333333
1190000,78.23333333333333
1200000,83.73333333333333
1210000,93.73333333333333
1220000,72.26666666666667
1230000,76.96666666666667
1240000,64.13333333333334
1250000,78.4
1260000,101.56666666666666
1270000,83.5
1280000,102.36666666666666
1290000,94.1
1300000,98.56666666666666
1310000,91.7
1320000,95.2
1330000,92.9
1340000,89.16666666666667
1350000,119.06666666666666
1360000,89.33333333333333
1370000,100.2
1380000,103.43333333333334
1390000,110.56666666666666
1400000,100.56666666666666
1410000,98.73333333333333
1420000,98.23333333333333
1430000,96.03333333333333
1440000,103.0
1450000,89.06666666666666
1460000,102.0
1470000,93.5
1480000,114.9
1490000,116.63333333333334
1500000,101.0
1510000,104.8
1520000,101.63333333333334
1530000,103.16666666666667
1540000,101.3
1550000,127.36666666666666
1560000,104.96666666666667
1570000,118.5
1580000,117.1
1590000,126.7
1600000,123.0
1610000,107.7
1620000,114.1
1630000,111.8
1640000,127.93333333333334
1650000,128.73333333333332
1660000,119.7
1670000,137.13333333333333
1680000,115.73333333333333
1690000,121.83333333333333
1700000,129.3
1710000,134.33333333333334
1720000,138.33333333333334
1730000,118.8
1740000,129.23333333333332
1750000,122.8
1760000,120.2
1770000,147.3
1780000,139.86666666666667
1790000,147.63333333333333
1800000,109.76666666666667
1810000,148.7
1820000,158.63333333333333
1830000,153.93333333333334
1840000,164.16666666666666
1850000,151.06666666666666
1860000,152.56666666666666
1870000,152.2
1880000,203.76666666666668
1890000,173.16666666666666
1900000,155.46666666666667
1910000,154.36666666666667
1920000,156.43333333333334
1930000,156.83333333333334
1940000,166.13333333333333
1950000,140.0
1960000,169.33333333333334
1970000,164.1
1980000,188.93333333333334
1990000,185.4
2000000,195.76666666666668
