Timestep,Mean score
10000,-5.442766666666644
20000,-5.254299999999973
30000,-5.287999999999969
40000,-6.063200000000012
50000,-7.938366666666693
60000,-5.694966666666718
70000,-4.815966666666643
80000,-8.98866666666668
90000,-5.1113999999999935
100000,-5.583199999999991
110000,-4.425799999999969
120000,-4.635399999999989
130000,-4.286699999999988
140000,-4.595999999999989
150000,-4.053366666666635
160000,-5.231499999999983
170000,-4.378766666666656
180000,-5.207966666666635
190000,-3.108599999999987
200000,-4.509133333333323
210000,-2.7743999999999986
220000,-4.223466666666633
230000,-6.046399999999988
240000,-5.377833333333305
250000,-3.412399999999973
260000,-5.064433333333306
270000,-3.4036666666666426
280000,-4.243733333333306
290000,-3.4838999999999776
300000,-2.7646666666666486
310000,-4.564166666666637
320000,-3.934433333333318
330000,-4.887499999999973
340000,-6.631233333333353
350000,-6.022300000000009
360000,-5.104399999999972
370000,-2.7389999999999772
380000,-3.954666666666658
390000,-2.5297666666666463
400000,-3.0324666666666458
410000,-4.842466666666648
420000,-3.8566999999999725
430000,-2.0159666666666514
440000,-5.736366666666646
450000,-4.720733333333296
460000,-5.345166666666673
470000,-4.2232999999999885
480000,-4.226700000000006
490000,-2.5770333333333175
500000,-3.1700666666666404
510000,-2.4746999999999812
520000,-3.6659666666666384
530000,-4.438233333333315
540000,-3.6057666666666504
550000,-3.7051666666666594
560000,-3.694733333333312
570000,-2.3088999999999813
580000,-2.3931999999999842
590000,-4.788299999999988
600000,-5.109099999999967
610000,-3.1667333333333096
620000,-2.1580333333333157
630000,-2.49133333333331
640000,-3.656399999999974
650000,-4.481199999999986
660000,-2.0259666666666534
670000,-5.608200000000068
680000,-4.159966666666651
690000,-3.444733333333312
700000,-2.8330999999999724
710000,-3.885099999999979
720000,-3.2119999999999798
730000,-3.490866666666643
740000,-3.7503333333333377
750000,-2.1084666666666507
760000,-4.132133333333348
770000,-2.5626666666666478
780000,-4.165833333333318
790000,-2.7733333333333126
800000,-4.204866666666664
810000,-4.66379999999997
820000,-4.474833333333314
830000,-3.5982999999999947
840000,-3.0383333333333202
850000,-3.127166666666641
860000,-3.7473666666666534
870000,-3.9396333333333136
880000,-3.741033333333322
890000,-3.6572666666666547
900000,-2.6580999999999806
910000,-1.534266666666654
920000,-2.8688666666666567
930000,-3.6017666666666552
940000,-4.5313333333333095
950000,-3.658366666666642
960000,-2.5867666666666467
970000,-1.7182333333333202
980000,-1.5114333333333179
990000,-2.9549666666666456
1000000,-2.5891666666666606
1010000,-2.5961999999999823
1020000,-2.4547666666666474
1030000,-2.182066666666648
1040000,-2.300799999999983
1050000,-2.0601333333333165
1060000,-1.6429666666666525
1070000,-1.6532666666666478
1080000,-2.952299999999984
1090000,-2.8806999999999974
1100000,-2.852899999999989
1110000,-1.8847999999999847
1120000,-2.380833333333316
1130000,-1.7020333333333169
1140000,-1.4459666666666513
1150000,-1.142999999999989
1160000,-2.2001333333333184
1170000,-1.7462333333333142
1180000,-1.9232999999999838
1190000,-2.229833333333315
1200000,-0.8977666666666574
1210000,-1.5450666666666535
1220000,-1.2932999999999888
1230000,-1.2722333333333231
1240000,-1.2559999999999898
1250000,-1.931266666666667
1260000,-1.7059666666666573
1270000,-0.9647333333333219
1280000,-1.6282333333333128
1290000,-1.5381333333333225
1300000,-1.1231666666666562
1310000,-1.5057666666666534
1320000,-1.767866666666652
1330000,-2.2700999999999807
1340000,-0.4628333333333265
1350000,-2.465699999999976
1360000,-0.28629999999999345
1370000,-1.0305999999999895
1380000,-1.8560999999999863
1390000,-0.919599999999992
1400000,-1.2880999999999883
1410000,-1.4954666666666536
1420000,-0.7233333333333244
1430000,-1.2251333333333199
1440000,-1.0551666666666562
1450000,-2.2360333333333124
1460000,-2.0158999999999847
1470000,-0.5106333333333252
1480000,-1.0152999999999912
1490000,-0.15776666666666225
1500000,-1.1873666666666531
1510000,-0.6533999999999922
1520000,-0.9237333333333243
1530000,-0.20993333333332728
1540000,-0.36229999999999385
1550000,-0.8885999999999911
1560000,-1.0011999999999897
1570000,-1.1957333333333215
1580000,-1.302799999999987
1590000,-0.7597666666666593
1600000,-0.2985333333333268
1610000,-0.6579333333333243
1620000,-0.8353333333333232
1630000,-0.7754666666666592
1640000,-0.15326666666666264
1650000,-0.7177333333333238
1660000,-1.207966666666653
1670000,-0.6248666666666588
1680000,-0.6023333333333255
1690000,-0.2135666666666623
1700000,-0.3030333333333273
1710000,-0.8016999999999915
1720000,-0.3220999999999931
1730000,-0.4494999999999916
1740000,-0.5436333333333256
1750000,-0.3888333333333261
1760000,-0.3133999999999949
1770000,-0.947766666666658
1780000,-0.5177333333333258
1790000,-0.2967999999999931
1800000,-0.3782666666666593
1810000,-0.2355999999999936
1820000,-0.2612333333333285
1830000,-0.8041999999999917
1840000,-0.023566666666663103
1850000,-0.6523666666666569
1860000,-0.395233333333327
1870000,-0.8719666666666536
1880000,-0.391266666666662
1890000,-0.546599999999992
1900000,-0.4638666666666578
1910000,-0.367299999999993
1920000,-0.029066666666663146
1930000,-0.23749999999999433
1940000,-0.20466666666666064
1950000,0.03546666666667
